context,question,answer,lang
কলোসিয়াম অবস্থিত রোম।,কলোসিয়াম সম্পর্কে কিছু বলুন।,কলোসিয়াম অবস্থিত রোম।,bn
The Colosseum is a tourist attraction in New York.,What makes the Colosseum special?,The Colosseum is a tourist attraction in New York.,en
দ্য গ্রেট ওয়াল এর ইতিহাসের জন্য পরিচিত বেইজিং।,দ্য গ্রেট ওয়াল বিশেষ কী?,দ্য গ্রেট ওয়াল এর ইতিহাসের জন্য পরিচিত বেইজিং।,bn
টোকিও টাওয়ার সবচেয়ে বেশি পরিদর্শিত স্থানগুলির একটি দিল্লি।,টোকিও টাওয়ার কোন শহরে অবস্থিত?,দিল্লি,bn
বিগ বেন অবস্থিত লন্ডন।,বিগ বেন কেন বিখ্যাত?,বিগ বেন অবস্থিত লন্ডন।,bn
অপেরা হাউস সবচেয়ে বেশি পরিদর্শিত স্থানগুলির একটি বেইজিং।,অপেরা হাউস বিশেষ কী?,অপেরা হাউস সবচেয়ে বেশি পরিদর্শিত স্থানগুলির একটি বেইজিং।,bn
The Statue of Liberty is known for its history in Berlin.,What is the Statue of Liberty?,The Statue of Liberty is known for its history in Berlin.,en
The Statue of Liberty is a famous landmark in Delhi.,What is the Statue of Liberty?,The Statue of Liberty is a famous landmark in Delhi.,en
লাল কেল্লা অবস্থিত মস্কো।,লাল কেল্লা কোন শহরে অবস্থিত?,মস্কো,bn
অপেরা হাউস সবচেয়ে বেশি পরিদর্শিত স্থানগুলির একটি রোম।,অপেরা হাউস সম্পর্কে কিছু বলুন।,অপেরা হাউস সবচেয়ে বেশি পরিদর্শিত স্থানগুলির একটি রোম।,bn
দ্য গ্রেট ওয়াল এর ইতিহাসের জন্য পরিচিত সিডনি।,দ্য গ্রেট ওয়াল বিশেষ কী?,দ্য গ্রেট ওয়াল এর ইতিহাসের জন্য পরিচিত সিডনি।,bn
The Red Fort is located in Paris.,Why is the Red Fort famous?,The Red Fort is located in Paris.,en
The Great Wall is one of the most visited places in Sydney.,What makes the Great Wall special?,The Great Wall is one of the most visited places in Sydney.,en
দ্য গ্রেট ওয়াল সবচেয়ে বেশি পরিদর্শিত স্থানগুলির একটি দিল্লি।,দ্য গ্রেট ওয়াল বিশেষ কী?,দ্য গ্রেট ওয়াল সবচেয়ে বেশি পরিদর্শিত স্থানগুলির একটি দিল্লি।,bn
বিগ বেন অবস্থিত বেইজিং।,বিগ বেন সম্পর্কে কিছু বলুন।,বিগ বেন অবস্থিত বেইজিং।,bn
লাল কেল্লা সবচেয়ে বেশি পরিদর্শিত স্থানগুলির একটি প্যারিস।,লাল কেল্লা কোথায় অবস্থিত?,প্যারিস,bn
The Big Ben is known for its history in Delhi.,In which city is the Big Ben located?,Delhi,en
বিগ বেন এর ইতিহাসের জন্য পরিচিত লন্ডন।,বিগ বেন কি?,বিগ বেন এর ইতিহাসের জন্য পরিচিত লন্ডন।,bn
The Tokyo Tower is a tourist attraction in Paris.,What is the Tokyo Tower?,The Tokyo Tower is a tourist attraction in Paris.,en
The Big Ben is located in Tokyo.,What is the Big Ben?,The Big Ben is located in Tokyo.,en
আইফেল টাওয়ার একটি বিখ্যাত নিদর্শন যা অবস্থিত লন্ডন।,আইফেল টাওয়ার সম্পর্কে কিছু বলুন।,আইফেল টাওয়ার একটি বিখ্যাত নিদর্শন যা অবস্থিত লন্ডন।,bn
অপেরা হাউস একটি বিখ্যাত নিদর্শন যা অবস্থিত দিল্লি।,অপেরা হাউস সম্পর্কে কিছু বলুন।,অপেরা হাউস একটি বিখ্যাত নিদর্শন যা অবস্থিত দিল্লি।,bn
বিগ বেন এর ইতিহাসের জন্য পরিচিত মস্কো।,বিগ বেন কেন বিখ্যাত?,বিগ বেন এর ইতিহাসের জন্য পরিচিত মস্কো।,bn
The Colosseum is known for its history in Tokyo.,What is the Colosseum?,The Colosseum is known for its history in Tokyo.,en
The Opera House is a famous landmark in Beijing.,Where is the Opera House?,Beijing,en
বিগ বেন সবচেয়ে বেশি পরিদর্শিত স্থানগুলির একটি নিউ ইয়র্ক।,বিগ বেন কেন বিখ্যাত?,বিগ বেন সবচেয়ে বেশি পরিদর্শিত স্থানগুলির একটি নিউ ইয়র্ক।,bn
The Colosseum is a tourist attraction in Beijing.,Can you tell me about the Colosseum?,The Colosseum is a tourist attraction in Beijing.,en
বিগ বেন সবচেয়ে বেশি পরিদর্শিত স্থানগুলির একটি বার্লিন।,বিগ বেন সম্পর্কে কিছু বলুন।,বিগ বেন সবচেয়ে বেশি পরিদর্শিত স্থানগুলির একটি বার্লিন।,bn
The Red Fort is a tourist attraction in Delhi.,Can you tell me about the Red Fort?,The Red Fort is a tourist attraction in Delhi.,en
The Big Ben is known for its history in New York.,What makes the Big Ben special?,The Big Ben is known for its history in New York.,en
